Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0 days 03:41:27.915000,ALO,14,0 days 00:01:47.525000,15.0,3.0,,,0 days 00:00:38.754000,0 days 00:00:47.827000,0 days 00:00:20.944000,0 days 03:40:19.225000,0 days 03:41:07.052000,0 days 03:41:27.996000,263.0,296.0,249.0,272.0,False,INTERMEDIATE,7.0,True,Alpine,0 days 03:39:40.390000,2022-10-09 07:40:40.667,1,7.0,False,,False,True,15.9,91.0,1015.2,False,18.3,347,2.5
0 days 03:39:20.279000,LEC,16,0 days 00:01:48.247000,14.0,3.0,,,0 days 00:00:39.081000,0 days 00:00:48.610000,0 days 00:00:20.556000,0 days 03:38:11.209000,0 days 03:38:59.819000,0 days 03:39:20.375000,,289.0,247.0,277.0,False,INTERMEDIATE,7.0,True,Ferrari,0 days 03:37:32.032000,2022-10-09 07:38:32.309,1,2.0,False,,False,True,15.8,91.0,1015.2,False,18.2,339,2.9
0 days 03:41:09.010000,LEC,16,0 days 00:01:48.731000,15.0,3.0,,,0 days 00:00:39.376000,0 days 00:00:48.681000,0 days 00:00:20.674000,0 days 03:39:59.751000,0 days 03:40:48.432000,0 days 03:41:09.106000,,288.0,246.0,278.0,False,INTERMEDIATE,8.0,True,Ferrari,0 days 03:39:20.279000,2022-10-09 07:40:20.556,1,2.0,False,,False,True,15.9,91.0,1015.2,False,18.3,347,2.5
0 days 03:38:04.402000,STR,18,0 days 00:01:48.600000,13.0,3.0,,,0 days 00:00:39.229000,0 days 00:00:48.631000,0 days 00:00:20.740000,0 days 03:36:55.088000,0 days 03:37:43.719000,0 days 03:38:04.459000,265.0,288.0,244.0,280.0,False,INTERMEDIATE,6.0,True,Aston Martin,0 days 03:36:15.802000,2022-10-09 07:37:16.079,1,12.0,False,,False,True,15.9,91.0,1015.0,False,18.3,335,2.4
0 days 03:39:53.691000,STR,18,0 days 00:01:49.289000,14.0,3.0,,,0 days 00:00:39.671000,0 days 00:00:48.738000,0 days 00:00:20.880000,0 days 03:38:44.130000,0 days 03:39:32.868000,0 days 03:39:53.748000,,289.0,245.0,282.0,False,INTERMEDIATE,7.0,True,Aston Martin,0 days 03:38:04.402000,2022-10-09 07:39:04.679,1,12.0,False,,False,True,15.9,91.0,1015.2,False,18.3,353,3.0
0 days 03:41:42.972000,STR,18,0 days 00:01:49.281000,15.0,3.0,,,0 days 00:00:39.664000,0 days 00:00:48.737000,0 days 00:00:20.880000,0 days 03:40:33.412000,0 days 03:41:22.149000,0 days 03:41:43.029000,,290.0,244.0,281.0,False,INTERMEDIATE,8.0,True,Aston Martin,0 days 03:39:53.691000,2022-10-09 07:40:53.968,1,12.0,False,,False,True,15.9,91.0,1015.0,False,18.3,354,2.5
0 days 03:38:08.484000,MAG,20,0 days 00:01:49.350000,13.0,3.0,,,0 days 00:00:39.492000,0 days 00:00:48.856000,0 days 00:00:21.002000,0 days 03:36:58.671000,0 days 03:37:47.527000,0 days 03:38:08.529000,259.0,287.0,246.0,267.0,False,INTERMEDIATE,6.0,True,Haas F1 Team,0 days 03:36:19.134000,2022-10-09 07:37:19.411,1,14.0,False,,False,True,15.9,91.0,1015.0,False,18.3,335,2.4
0 days 03:39:58.133000,MAG,20,0 days 00:01:49.649000,14.0,3.0,,,0 days 00:00:39.629000,0 days 00:00:49.005000,0 days 00:00:21.015000,0 days 03:38:48.158000,0 days 03:39:37.163000,0 days 03:39:58.178000,261.0,287.0,246.0,263.0,False,INTERMEDIATE,7.0,True,Haas F1 Team,0 days 03:38:08.484000,2022-10-09 07:39:08.761,1,14.0,False,,False,True,15.9,91.0,1015.2,False,18.3,353,3.0
0 days 03:41:47.788000,MAG,20,0 days 00:01:49.655000,15.0,3.0,,,0 days 00:00:39.579000,0 days 00:00:49.072000,0 days 00:00:21.004000,0 days 03:40:37.757000,0 days 03:41:26.829000,0 days 03:41:47.833000,,288.0,244.0,272.0,False,INTERMEDIATE,8.0,True,Haas F1 Team,0 days 03:39:58.133000,2022-10-09 07:40:58.410,1,14.0,False,,False,True,15.9,91.0,1015.0,False,18.3,354,2.5
0 days 03:38:01.902000,TSU,22,0 days 00:01:48.535000,13.0,3.0,,,0 days 00:00:39.380000,0 days 00:00:48.355000,0 days 00:00:20.800000,0 days 03:36:52.817000,0 days 03:37:41.172000,0 days 03:38:01.972000,267.0,295.0,249.0,273.0,False,INTERMEDIATE,6.0,True,AlphaTauri,0 days 03:36:13.367000,2022-10-09 07:37:13.644,1,10.0,False,,False,True,15.9,91.0,1015.0,False,18.3,335,2.4
0 days 03:39:50.876000,TSU,22,0 days 00:01:48.974000,14.0,3.0,,,0 days 00:00:39.788000,0 days 00:00:48.456000,0 days 00:00:20.730000,0 days 03:38:41.760000,0 days 03:39:30.216000,0 days 03:39:50.946000,,295.0,248.0,273.0,False,INTERMEDIATE,7.0,True,AlphaTauri,0 days 03:38:01.902000,2022-10-09 07:39:02.179,1,10.0,False,,False,True,15.9,91.0,1015.2,False,18.3,353,3.0
0 days 03:41:41.538000,TSU,22,0 days 00:01:50.662000,15.0,3.0,,,0 days 00:00:40.219000,0 days 00:00:49.386000,0 days 00:00:21.057000,0 days 03:40:31.165000,0 days 03:41:20.551000,0 days 03:41:41.608000,237.0,295.0,248.0,271.0,False,INTERMEDIATE,8.0,True,AlphaTauri,0 days 03:39:50.876000,2022-10-09 07:40:51.153,1,11.0,False,,False,True,15.9,91.0,1015.0,False,18.3,354,2.5
0 days 03:38:10.763000,ZHO,24,0 days 00:01:47.972000,13.0,3.0,,,0 days 00:00:38.784000,0 days 00:00:48.548000,0 days 00:00:20.640000,0 days 03:37:01.575000,0 days 03:37:50.123000,0 days 03:38:10.763000,267.0,292.0,248.0,270.0,False,INTERMEDIATE,4.0,True,Alfa Romeo,0 days 03:36:22.791000,2022-10-09 07:37:23.068,1,17.0,False,,False,True,15.9,91.0,1015.0,False,18.3,335,2.4
0 days 03:40:00.554000,ZHO,24,0 days 00:01:49.791000,14.0,3.0,,,0 days 00:00:39.676000,0 days 00:00:49.230000,0 days 00:00:20.885000,0 days 03:38:50.439000,0 days 03:39:39.669000,0 days 03:40:00.554000,,293.0,248.0,269.0,False,INTERMEDIATE,5.0,True,Alfa Romeo,0 days 03:38:10.763000,2022-10-09 07:39:11.040,1,17.0,False,,False,True,15.9,91.0,1015.2,False,18.3,353,3.0
